t_k.nr;t_knavn;t_fnavn;t_sone;k_innbyggere;k_areal;k_ansatte;k_tilskudd;k_språk;k_slagord;f_slagord;k_lat;k_lon;k_lon_decimal;k_lat_decimal;h_id;h_navn;h_operatør;h_type;h_url;h_lat;h_lon
1112;Lund;Rogaland;NO5;3 250;408;659; 151 237,74 ; nøytral ;;Vi utvikler ett godt Rogaland. Verdiar: Vi er åpne, vi er kompetente, vi viser respekt.;"6° 28' 20,154"" E";"58° 29' 24,344"" N";6,472265;58,490096;1356401202;Bakken gard;;ubetjent;https://ut.no/hytte/101314/bakken-gard;59,0155886;6,2880013
3234;Lunner;Akershus;NO1;9 430;292;2320; 315 555,52 ; bokmål ;Nær naturen - nær byen!;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"10° 39' 48,201"" E";"60° 14' 41,390"" N";10,663389;60,244831;1356401218;Balvasshytta;Sulitjelma og Omegn Turistforening;ubetjent;https://ut.no/hytte/balvasshytta;66,9249265;15,8709485
1834;Lurøy;Nordland;NO4;1 917;265;433; 156 463,58 ; bokmål ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"12° 57' 49,674"" E";"66° 24' 32,208"" N";12,963798;66,408947;1356401240;Bergersætra;Odal Turlag;ubetjent;https://ut.no/hytte/bergersaetra;60,166538;11,7756811
4644;Luster;Vestland;NO5;5 421;2706;1141; 231 514,70 ; nynorsk ;;0;"7° 26' 41,508"" E";"61° 32' 27,667"" N";7,444863;61,541019;1356401273;Bjørneggen;Nord-Trøndelag Turistforening;selvbetjent;https://ut.no/hytte/bjoerneggen;63,2732304;11,8056816
4225;Lyngdal;Agder;NO2;10 796;643;2253; 436 489,45 ; nøytral ;Vi vil vi våger;0;"7° 12' 13,794"" E";"58° 15' 15,560"" N";7,203832;58,254322;1356401288;Bjørnevasshytta;DNT Sør;ubetjent;https://ut.no/hytte/bjoernevasshytta;59,3477143;7,5374338
5536;Lyngen;Troms;NO4;2 760;813;508; 172 056,22 ; nøytral ;;Vilt, vakkert og vått;"20° 6' 19,683"" E";"69° 40' 57,118"" N";20,105468;69,682533;1356401311;Blomstølen;Haugesund Turistforening;selvbetjent;https://ut.no/hytte/blomstoelen;59,7703475;6,2486349
4642;Lærdal;Vestland;NO5;2 174;1343;475; 108 642,10 ; nynorsk ;;0;"7° 44' 40,770"" E";"61° 2' 26,944"" N";7,744658;61,040818;1356401328;Blåbrebu;Flora Turlag;ubetjent;https://ut.no/hytte/blaabrebu;61,7326399;5,5402284
1851;Lødingen;Nordland;NO4;2 033;527;328; 120 039,87 ; bokmål ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"15° 40' 7,675"" E";"68° 26' 37,107"" N";15,668799;68,443641;1356401348;Bossbu;DNT Sør;selvbetjent;https://ut.no/hytte/bossbu;59,1831461;7,2949686
3222;Lørenskog;Akershus;NO1;49 203;71;14109; 1 419 210,73 ; nøytral ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"10° 58' 9,531"" E";"59° 53' 32,865"" N";10,969314;59,892463;1356401384;Breidablikk;Bergen Turlag;ubetjent;https://ut.no/hytte/breidablikk;60,0908148;6,3429157
3412;Løten;Innlandet;NO1;7 933;369;1741; 277 360,72 ; bokmål ;Midtpunkt med mangfold;Eventyrlige muligheter;"11° 23' 26,177"" E";"60° 50' 57,287"" N";11,390605;60,849246;1356401388;Bringsåsen;Nord-Trøndelag Turistforening;selvbetjent;https://ut.no/hytte/bringsaasen;63,8179935;12,2654757
5031;Malvik;Trøndelag;NO4;14 995;168;4184; 474 055,06 ; bokmål ;Åpen nyskapende og samhandlende;Midt i hjertet, midt i Norge;"10° 45' 27,903"" E";"63° 22' 19,855"" N";10,757751;63,372182;1356401406;Budalsvika;Tistedalen Friluftslag;ubetjent;https://ut.no/hytte/budalsvika;59,0521983;11,7372769
3122;Marker;Østfold;NO1;3 634;413;700; 155 185,99 ; bokmål ;mulighetene er mange;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"11° 39' 6,051"" E";"59° 29' 10,742"" N";11,651681;59,486317;1356401422;Butikken;Oslofjordens friluftsråd;ubetjent;https://ut.no/hytte/butikken;59,8518688;10,5414633
4634;Masfjorden;Vestland;NO5;1 701;556;333; 100 529,52 ; nynorsk ;;0;"5° 29' 21,810"" E";"60° 51' 52,613"" N";5,489392;60,864615;1356401440;Buvasskoia;Ringerikes Turistforening;ubetjent;https://ut.no/hytte/10461/buvasskoia;60,4068414;9,775411
5028;Melhus;Trøndelag;NO4;17 667;694;4619; 599 175,00 ; nøytral ;Melhus er en mangfoldig kommune der det skal være mulig å være modig;Midt i hjertet, midt i Norge;"10° 16' 15,667"" E";"63° 9' 32,276"" N";10,271019;63,158966;1356401443;Bårdsgarden;Trondhjems Turistforening;selvbetjent;https://ut.no/hytte/10513;62,6802736;9,150687
1837;Meløy;Nordland;NO4;6 153;874;1299; 275 128,29 ; bokmål ;Raus og kraftfull ;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"13° 52' 10,274"" E";"66° 46' 3,094"" N";13,869521;66,767526;1356401463;Camp Killingen;Drammens og Oplands Turistforening;ubetjent;https://ut.no/hytte/camp-killingen;59,5207836;10,3341337
5034;Meråker;Trøndelag;NO4;2 462;1274;440; 122 095,79 ; bokmål ;Toppen av frihet;Midt i hjertet, midt i Norge;"11° 49' 53,314"" E";"63° 24' 14,036"" N";11,831476;63,403899;1356401480;Tjoarvihytta;Sulitjelma og Omegn Turistforening;ubetjent;http://ut.no/hytte/coar%27vihytta;66,9947975;15,9664062
5027;Midtre Gauldal;Trøndelag;NO4;6 142;1860;1368; 274 231,65 ;#I/T;#I/T;Midt i hjertet, midt i Norge;#I/T;#I/T;;;1356401490;Damtjønna;Trondhjems Turistforening;ubetjent;https://ut.no/hytte/damtjoenna;62,801662;9,890282
4020;Midt-Telemark;Telemark;NO1;10 875;519;2243; 406 476,23 ; nynorsk ;;Visjonar: vær modig, vær imøtekommende, vær troverdig;"9° 8' 7,566"" E";"59° 25' 47,447"" N";9,135435;59,429846;1356401503;Danskehytta;Ålesund-Sunnmøre Turistforening;selvbetjent;https://ut.no/hytte/danskehytta;62,1052625;7,5284304
4629;Modalen;Vestland;NO5;389;412;66; 44 231,62 ; nynorsk ;;0;"5° 55' 56,464"" E";"60° 53' 21,050"" N";5,932351;60,889181;1356401518;Darrebu;Tønsberg og Omegn Turistforening;ubetjent;https://www.ut.no/hytte/3.1914/;59,4904091;9,7482831
3316;Modum;Buskerud;NO1;14 617;517;3368; 522 100,76 ; bokmål ;Vi strekker oss lenger;Buskerud fylkeskommune skaper resultater gjennom samhandling. Verdiar: Raushet, åpenhet, mot, entusiasme;"9° 57' 43,027"" E";"59° 59' 5,186"" N";9,961952;59,984774;1356401534;Demmevasshytta;DNT Oslo og Omegn;ubetjent;https://ut.no/hytte/10784/demmevasshytta;60,5401258;7,3139959
1506;Molde;Møre og Romsdal;NO3;32 989;1503;8091; 1 150 746,51 ; nøytral ;Stikker seg ut;Ein tydeleg medspelar;"7° 54' 15,114"" E";"62° 38' 17,863"" N";7,904198;62,638295;1356401544;Dusehesten;DNT Drammen og Omegn;ubetjent;https://ut.no/hytte/101087/dusehesten;60,3997916;8,6786444
1874;Moskenes;Nordland;NO4;955;119;214; 63 639,89 ; nøytral ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"12° 58' 21,445"" E";"67° 55' 47,575"" N";12,972624;67,929882;1356401560;Eidavatn;Stavanger Turistforening;selvbetjent;https://ut.no/hytte/eidavatn;59,2703791;6,7376353
3103;Moss;Østfold;NO1;52 358;138;12251; 1 629 545,12 ; nøytral ;Mangfoldige Moss skapende varmere grønnere;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"10° 42' 26,374"" E";"59° 24' 44,400"" N";10,707326;59,412333;1356401572;Eiriksvollen;Kristiansund og Nordmøre Turistforening;selvbetjent;https://ut.no/hytte/eiriksvollen;62,6343187;8,8422268
5524;Målselv;Troms;NO4;6 756;3324;1715; 279 468,66 ; nøytral ;mulighetslandet;Vilt, vakkert og vått;"19° 23' 1,982"" E";"68° 54' 41,198"" N";19,383884;68,911444;1356401583;Ferslia;Nord-Trøndelag Turistforening;selvbetjent;https://ut.no/hytte/10468/ferslia;63,5422525;11,9413666
5618;Måsøy;Finnmark;NO4;1 110;1137;269; 92 757,65 ; bokmål ;Kystens perle;Der drømmer blir virkelighet;"24° 47' 2,728"" E";"70° 50' 9,310"" N";24,784091;70,835919;1356401589;Feskarbu;Molde og Romsdals Turistforening;ubetjent;https://ut.no/hytte/feskarbu;62,8226777;7,4087899
5007;Namsos;Trøndelag;NO4;15 128;2132;3289; 631 979,19 ; nøytral ;Et godt sted å leve;Midt i hjertet, midt i Norge;#I/T;#I/T;;;1356401598;Fivla;Luster Turlag;ubetjent;https://ut.no/hytte/fivla;61,4959967;7,3569165
5044;Namsskogan;Trøndelag;NO4;836;1417;137; 74 120,38 ; nøytral ;Toppen i Namdalen!;Midt i hjertet, midt i Norge;"13° 0' 34,366"" E";"64° 51' 53,636"" N";13,009546;64,864899;1356401606;Fjellbu;Statskog;ubetjent;https://www.inatur.no/hytte/53ab2f1fe4b08639ed54e1e7/fjellbu-fin-lita-hytte-nar-vei-ved-elva-skjoma-i-narvik;68,1682741;17,5550776
3238;Nannestad;Akershus;NO1;16 323;341;4842; 507 341,01 ; bokmål ;ei grønn bygd i vekst;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"10° 57' 42,505"" E";"60° 14' 1,313"" N";10,961807;60,233698;1356401623;Flotsberget;;ubetjent;https://ut.no/hytte/flotsberget;60,8334224;11,8424485
1806;Narvik;Nordland;NO4;21 610;3432;5097; 816 513,61 ; nøytral ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"17° 18' 52,790"" E";"68° 16' 9,638"" N";17,314664;68,269344;1356401633;Flørlistølen;Stavanger Turistforening;ubetjent;https://ut.no/hytte/floerlistoelen;59,0058523;6,4222896
3228;Nes;Akershus;NO1;24 859;641;6550; 763 316,89 ; bokmål ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"11° 29' 57,538"" E";"60° 8' 21,990"" N";11,499316;60,139442;1356401647;Fokhaugstova;;ubetjent;https://ut.no/hytte/fokhaugstova;62,4225035;7,2562331
3322;Nesbyen;Buskerud;NO1;3 271;810;684; 144 541,39 ; bokmål ;;Buskerud fylkeskommune skaper resultater gjennom samhandling. Verdiar: Raushet, åpenhet, mot, entusiasme;"9° 4' 20,735"" E";"60° 33' 5,025"" N";9,072426;60,551396;1356401659;Fonnabu;Bergen Turlag;selvbetjent;https://ut.no/hytte/fonnabu;60,0764838;6,3478449
1828;Nesna;Nordland;NO4;1 766;183;379; 96 161,11 ; bokmål ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"13° 1' 8,126"" E";"66° 14' 25,810"" N";13,018924;66,240503;1356401668;Fuglesteg;Luster Turlag;ubetjent;https://ut.no/hytte/fuglesteg;61,4836584;7,6910947
3212;Nesodden;Akershus;NO1;20 622;61;5192; 630 892,02 ; bokmål ;sammen skaper vi det gode livet;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"10° 38' 47,176"" E";"59° 47' 34,763"" N";10,646438;59,79299;1356401681;Fønhuskoia;Ringerikes Turistforening;ubetjent;;60,6098792;9,431739
5636;Nesseby;Finnmark;NO4;863;1437;174; 80 962,22 ; bokmål ;;Der drømmer blir virkelighet;#I/T;#I/T;;;1356401693;Gaudland;Stavanger Turistforening;ubetjent;https://ut.no/hytte/gaudland;58,3968582;6,2493817
4030;Nissedal;Telemark;NO1;1 467;905;255; 88 946,97 ; nynorsk ;;Visjonar: vær modig, vær imøtekommende, vær troverdig;"8° 32' 28,487"" E";"59° 3' 34,237"" N";8,541246;59,05951;1356401704;Gaukhei;DNT Sør;betjent;https://ut.no/hytte/gaukhei;58,9159973;7,305692
3232;Nittedal;Akershus;NO1;25 981;186;7679; 817 175,70 ; bokmål ;Der storby og marka møtes!;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"10° 51' 12,113"" E";"60° 5' 0,769"" N";10,853365;60,083547;1356401733;Gjegnabu;Flora Turlag;ubetjent;https://ut.no/hytte/gjegnabu;61,7612416;5,835496
4018;Nome;Telemark;NO1;6 559;430;1265; 252 238,95 ; nøytral ;;Visjonar: vær modig, vær imøtekommende, vær troverdig;"9° 7' 31,780"" E";"59° 16' 27,797"" N";9,125494;59,274388;1356401745;Granbustøyl;Aust-Agder Turistforening;selvbetjent;https://ut.no/hytte/granbustoeyl;59,0066954;7,9488337
3451;Nord-Aurdal;Innlandet;NO1;6 480;906;1364; 247 537,22 ; nøytral ;;Eventyrlige muligheter;"9° 16' 56,138"" E";"60° 57' 58,430"" N";9,282261;60,966231;1356401752;Grasdalen;Stavanger Turistforening;ubetjent;https://ut.no/hytte/grasdalen;59,23103;6,6219032
3436;Nord-Fron;Innlandet;NO1;5 596;1141;1060; 250 743,53 ; nynorsk ;;Eventyrlige muligheter;"9° 31' 16,707"" E";"61° 34' 59,425"" N";9,521308;61,583174;1356401760;Gravdalen;Årdal Turlag;ubetjent;https://ut.no/hytte/gravdalen;61,3595743;7,8491028
5620;Nordkapp;Finnmark;NO4;2 979;927;680; 161 459,65 ; nøytral ;;Der drømmer blir virkelighet;"25° 49' 10,971"" E";"70° 55' 31,225"" N";25,819714;70,92534;1356401765;Grindaflethytta;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/grindaflethytta;60,8434659;6,9155177
3414;Nord-Odal;Innlandet;NO1;4 993;508;932; 195 669,77 ; bokmål ;En servicekommune;Eventyrlige muligheter;"11° 34' 54,347"" E";"60° 26' 16,911"" N";11,581763;60,438031;1356401772;Grunnetjørnsbu;Aust-Agder Turistforening;selvbetjent;https://ut.no/hytte/grunnetjoernsbu;58,8929153;8,1248817
3207;Nordre Follo;Akershus;NO1;64 178;203;17848; 2 011 984,78 ;#I/T;#I/T;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;#I/T;#I/T;;;1356401782;Grytadalsbu;Flora Turlag;ubetjent;https://ut.no/hytte/grytadalsbu;61,6516726;5,2000002
3448;Nordre Follo;Innlandet;NO1;6 495;955;1222; 269 687,19 ;#I/T;#I/T;Eventyrlige muligheter;#I/T;#I/T;;;1356401792;Grytbakksetra;Kristiansund og Nordmøre Turistforening;selvbetjent;https://ut.no/hytte/10102/grytbakksetra;63,1099528;8,9475166
5544;Nordreisa;Troms;NO4;4 849;3438;1085; 204 175,61 ; bokmål ;;Vilt, vakkert og vått;#I/T;#I/T;;;1356401793;Græslihytta;Trondhjems Turistforening;selvbetjent;https://ut.no/hytte/graeslihytta;63,0700194;11,4722582
3338;Norefjell;Buskerud;NO1;2 479;2502;523; 117 402,30 ;#I/T;#I/T;Buskerud fylkeskommune skaper resultater gjennom samhandling. Verdiar: Raushet, åpenhet, mot, entusiasme;#I/T;#I/T;;;1356401810;Grønknutkoia;DNT Oslo og Omegn;ubetjent;https://ut.no/hytte/groenknutkoia;60,1759283;9,8827544
4005;Notodden;Telemark;NO1;13 336;984;2685; 481 255,00 ; nøytral ;Bluesbyen;Visjonar: vær modig, vær imøtekommende, vær troverdig;"9° 9' 8,134"" E";"59° 39' 10,344"" N";9,152259;59,652873;1356401816;Grønnkollen;Harstad Turlag;ubetjent;https://ut.no/hytte/groennkollen;68,7720076;16,4376816
5060;Nærøysund;Trøndelag;NO4;9 980;1346;2375; 439 386,17 ; nøytral ;;Midt i hjertet, midt i Norge;"11° 38' 56,100"" E";"64° 54' 12,741"" N";11,648917;64,903539;1356401821;Grøssete;Sogndal Turlag;ubetjent;https://ut.no/hytte/groessete;61,337934;6,9899274
5021;Oppdal;Trøndelag;NO4;7 437;2274;1481; 283 541,08 ; nøytral ;Så klart!;Midt i hjertet, midt i Norge;"9° 32' 25,437"" E";"62° 32' 27,897"" N";9,540399;62,541082;1356401829;Gullsteinvollen;Kristiansund og Nordmøre Turistforening;selvbetjent;https://ut.no/hytte/10370/gullsteinvollen;63,1909322;8,1072495
5059;Orkland;Trøndelag;NO4;18 804;1906;4207; 706 714,61 ; nøytral ;;Midt i hjertet, midt i Norge;"9° 38' 48,762"" E";"63° 16' 2,403"" N";9,646878;63,267334;1356401838;Guvåghytta;Vesterålen Turlag;ubetjent;https://ut.no/hytte/guvaaghytta;68,6622642;14,7756614
3430;Os;Innlandet;NO1;1 903;1040;388; 100 563,32 ; nøytral ;;Eventyrlige muligheter;"11° 18' 38,919"" E";"62° 26' 45,335"" N";11,310811;62,445926;1356401840;Haldorbu;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/haldorbu;61,2605247;9,3699966
5020;Osen;Trøndelag;NO4;901;387;145; 66 441,32 ; bokmål ;et Norge i miniatyr;Midt i hjertet, midt i Norge;"10° 38' 31,577"" E";"64° 16' 28,171"" N";10,642105;64,274492;1356401863;Haukeliseter Fjellstue;Stavanger Turistforening;betjent;https://ut.no/hytte/10660/haukeliseter-fjellstue;59,8237497;7,1942771
301;Oslo;Oslo;NO1;720 616;454;242651; 19 037 333,67 ; nøytral ;;0;"10° 44' 22,385"" E";"59° 58' 51,663"" N";10,739551;59,981018;1356401872;Haukenestårnet;DNT Indre Østfold;ubetjent;https://ut.no/hytte/haukenesfjellet;59,7160465;11,7559971
4630;Osterøy;Vestland;NO5;8 193;255;2008; 282 162,97 ; nynorsk ;;0;"5° 33' 11,774"" E";"60° 32' 11,190"" N";5,553271;60,536442;1356401880;Heiberghytta Grautheller;Stavanger Turistforening;ubetjent;https://ut.no/hytte/heiberghytta-grautheller;59,1163918;6,8752144
5047;Overhalla;Trøndelag;NO4;3 965;730;955; 177 531,14 ; nøytral ;Positiv;Midt i hjertet, midt i Norge;"11° 54' 14,310"" E";"64° 27' 20,738"" N";11,903975;64,455761;1356401886;Slirabu;Sandefjord og Oplands Turistforening;ubetjent;https://ut.no/hytte/101298/slirabu;59,2720594;10,0141223
5622;Porsanger;Finnmark;NO4;3 899;4874;867; 191 693,36 ; bokmål ;;Der drømmer blir virkelighet;#I/T;#I/T;;;1356401905;Helgedammen;;ubetjent;https://ut.no/hytte/helgedammen;60,3799714;12,4239229
4001;Porsgrunn;Telemark;NO1;37 189;164;8771; 1 158 496,82 ; bokmål ;;Visjonar: vær modig, vær imøtekommende, vær troverdig;"9° 45' 33,921"" E";"59° 7' 4,954"" N";9,759422;59,118043;1356401908;Hengeltjørnloftet;Aust-Agder Turistforening;selvbetjent;https://ut.no/hytte/hengeltjoernloftet;59,0714892;8,0828511
3120;Rakkestad;Østfold;NO1;8 494;435;1880; 317 848,09 ; bokmål ;Den trivelige kommune;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"11° 24' 59,861"" E";"59° 22' 17,935"" N";11,416628;59,371649;1356401918;Hermannhytta;Kristiansund og Nordmøre Turistforening;selvbetjent;https://ut.no/hytte/10819/hermannhytta;63,0217503;8,9784232
1833;Rana;Nordland;NO4;26 013;4460;6937; 892 343,11 ; nøytral ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"14° 30' 36,514"" E";"66° 24' 53,385"" N";14,510143;66,414829;1356401924;Hevertjønna;Trondhjems Turistforening;ubetjent;https://ut.no/hytte/hevertjoenna;62,7663355;9,8683201
1127;Randaberg;Rogaland;NO5;11 821;25;3091; 377 850,89 ; nøytral ;Sammen skaper vi den grønne landsby;Vi utvikler ett godt Rogaland. Verdiar: Vi er åpne, vi er kompetente, vi viser respekt.;"5° 36' 41,202"" E";"59° 0' 1,840"" N";5,611445;59,000511;1356401931;Hoemsbu;Molde og Romsdals Turistforening;selvbetjent;https://ut.no/hytte/hoemsbu;62,5646739;8,1435632
1539;Rauma;Møre og Romsdal;NO3;7 134;1449;1619; 295 062,26 ; nøytral ;Verdens beste kommune for naturglade mennesker;Ein tydeleg medspelar;"7° 46' 30,524"" E";"62° 26' 44,348"" N";7,775146;62,445652;1356401934;Holden fjellgård (Bekkstugu);Nord-Trøndelag Turistforening;selvbetjent;http://ut.no/hytte/holden-fjellgaard%2C-bekkstuggu;64,0632553;12,896632
3424;Rendalen;Innlandet;NO1;1 837;3180;288; 103 543,88 ; bokmål ;;Eventyrlige muligheter;"11° 16' 41,896"" E";"61° 49' 6,168"" N";11,278304;61,81838;1356401951;Hovinkoia;Ringerikes Turistforening;ubetjent;https://ut.no/hytte/hovinkoia;60,1319614;10,0155877
5022;Rennebu;Trøndelag;NO4;2 501;948;435; 117 707,72 ; nøytral ;;Midt i hjertet, midt i Norge;"9° 52' 48,647"" E";"62° 48' 29,973"" N";9,88018;62,808326;1356401968;Høgabu;Bergen Turlag;selvbetjent;https://www.ut.no/hytte/3.2032/;60,5348764;5,9246994
5061;Rindal;Trøndelag;NO4;1 950;632;373; 98 374,46 ; nøytral ;Porten til Trollheimen;Midt i hjertet, midt i Norge;"9° 17' 34,197"" E";"63° 1' 54,892"" N";9,292832;63,031914;1356401978;Imarbu;Kristiansund og Nordmøre Turistforening;selvbetjent;https://ut.no/hytte/10551/imarbu;63,2110212;8,276541
3439;Ringebu;Innlandet;NO1;4 381;1248;936; 184 135,78 ; nøytral ;;Eventyrlige muligheter;"10° 19' 9,488"" E";"61° 33' 26,562"" N";10,319302;61,557378;1356401990;Ivarsbu;Larvik og Omegns Turistforening;ubetjent;https://www.ut.no/hytte/3.1750/;59,514848;9,7255715
3305;Ringerike;Buskerud;NO1;31 710;1555;7468; 1 015 061,79 ; bokmål ;;Buskerud fylkeskommune skaper resultater gjennom samhandling. Verdiar: Raushet, åpenhet, mot, entusiasme;"10° 5' 16,641"" E";"60° 17' 40,124"" N";10,087956;60,294479;1356402004;Josephsbu;DNT Sør;selvbetjent;https://ut.no/hytte/josephsbu;58,8787885;7,2056027
3411;Ringsaker;Innlandet;NO1;35 838;1280;8410; 1 137 861,67 ; bokmål ;Midt i væla;Eventyrlige muligheter;"10° 51' 2,549"" E";"60° 59' 44,300"" N";10,850708;60,995639;1356402005;Jutulbu;Kristiansund og Nordmøre Turistforening;selvbetjent;https://ut.no/hytte/jutulbu;63,0391153;8,3898535
4201;Risør;Agder;NO2;6 716;193;1167; 271 101,28 ; nøytral ;Den hvite by ved Skagerrak;0;"9° 9' 37,049"" E";"58° 44' 38,932"" N";9,160291;58,744148;1356402016;Jægervasshytta;Troms Turlag;ubetjent;https://ut.no/hytte/jaegervasshytta;69,7204976;19,9247159
3336;Rollag;Buskerud;NO1;1 412;449;257; 89 445,14 ; nøytral ;;Buskerud fylkeskommune skaper resultater gjennom samhandling. Verdiar: Raushet, åpenhet, mot, entusiasme;"9° 13' 2,641"" E";"60° 0' 38,141"" N";9,2174;60,010595;1356402028;Kalhovd turisthytte;Telemark Turistforening;betjent;https://ut.no/hytte/kalhovd;60,068651;8,3696363
3224;Rælingen;Akershus;NO1;20 458;72;6200; 634 789,92 ; nøytral ;trivelskommunen mellom Øyeren og Østmarka;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"11° 4' 38,153"" E";"59° 52' 56,320"" N";11,077265;59,882311;1356402034;Kalvedalshytta;Bergen Turlag;selvbetjent;https://ut.no/hytte/kalvedalshytta;60,7676933;5,4888658
1836;Rødøy;Nordland;NO4;1 149;711;195; 91 479,00 ; nøytral ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"13° 25' 11,236"" E";"66° 34' 22,362"" N";13,419788;66,572878;1356402048;Kiellandbu;Bergen Turlag;ubetjent;https://ut.no/hytte/kiellandbu;60,5145912;6,201277
5025;Røros;Trøndelag;NO4;5 682;1957;1270; 223 461,67 ; nøytral ;;Midt i hjertet, midt i Norge;#I/T;#I/T;;;1356402053;Kjølihytta;Trondhjems Turistforening;selvbetjent;https://ut.no/hytte/kjoelihytta;62,8683385;11,6485202
1856;Røst;Nordland;NO4;465;10;80; 54 838,87 ; bokmål ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"12° 3' 1,910"" E";"67° 29' 50,379"" N";12,050531;67,497327;1356402059;Kljåen;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/kljaaen;61,0265369;8,316789
5043;Røyrvik;Trøndelag;NO4;440;1585;76; 50 695,67 ; nøytral ;#I/T;Midt i hjertet, midt i Norge;#I/T;#I/T;;;1356402068;Klubbfjelltjørnhytta;Brurskanken Turlag;ubetjent;https://ut.no/hytte/klubbfjelltjoernhytta;65,7607125;13,5437614
3112;Råde;Østfold;NO1;7 859;119;1928; 274 932,48 ; bokmål ;bygda mellom byene;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"10° 51' 34,041"" E";"59° 20' 43,119"" N";10,859456;59,345311;1356402081;Kringlevatn;Stavanger Turistforening;selvbetjent;https://ut.no/hytte/kringlevatn;59,239005;7,0399496
5522;Salangen;Troms;NO4;2 094;458;410; 110 147,04 ; nøytral ;Sprenger grenser;Vilt, vakkert og vått;"17° 52' 46,866"" E";"68° 53' 38,190"" N";17,879685;68,893942;1356402093;Krokbua;DNT Lillehammer;ubetjent;https://ut.no/hytte/101056;61,1229332;10,5160011
1840;Saltdal;Nordland;NO4;4 808;2216;997; 219 274,27 ; bokmål ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"15° 31' 36,734"" E";"66° 53' 16,173"" N";15,526871;66,887826;1356402099;Krossvatn;Stavanger Turistforening;selvbetjent;https://ut.no/hytte/krossvatn;59,46701;6,8996928
4623;Samnanger;Vestland;NO5;2 492;269;510; 114 125,73 ; nynorsk ;;0;"5° 47' 48,538"" E";"60° 24' 0,126"" N";5,796816;60,400035;1356402115;Kvanndalen;Stavanger Turistforening;ubetjent;https://ut.no/hytte/101036/kvanndalen;59,6961767;6,9901002
1514;Sande;Møre og Romsdal;NO3;2 430;93;529; 123 161,43 ; nynorsk ;;Ein tydeleg medspelar;"5° 34' 51,915"" E";"62° 13' 56,670"" N";5,581087;62,232408;1356402118;Kvanntjørnsbu;Bergen Turlag;selvbetjent;https://ut.no/hytte/kvanntjoernsbu;60,0550149;6,670112
3907;Sandefjord;Vestfold;NO1;66 562;422;15299; 2 143 057,34 ; bokmål ;;Sammen om Vestfolds framtid. Verdiar: Rettferdig, åpen, modig og profesjonell;"10° 10' 52,029"" E";"59° 14' 11,169"" N";10,181119;59,236436;1356402127;Kvinen;DNT Sør;selvbetjent;https://ut.no/hytte/kvinen;58,8791584;7,0643803
1108;Sandnes;Rogaland;NO5;84 439;1041;23858; 2 608 626,34 ; nøytral ;i sentrum for framtiden;Vi utvikler ett godt Rogaland. Verdiar: Vi er åpne, vi er kompetente, vi viser respekt.;"6° 18' 47,471"" E";"58° 58' 42,546"" N";6,313186;58,978485;1356402136;Lakkenstova;DNT Sør;selvbetjent;https://ut.no/hytte/lakkenstova;58,7909379;7,2456843
3105;Sarpsborg;Østfold;NO1;60 096;406;13878; 2 050 412,52 ; bokmål ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"11° 9' 36,464"" E";"59° 17' 13,570"" N";11,160129;59,287103;1356402143;Lebiko;;ubetjent;https://ut.no/hytte/lebiko;60,1526259;12,512618
